Country	date	total_tests	new_tests	ID
Aruba	2020-06-04			Q21203
Aruba	2020-06-05			Q21203
Aruba	2020-06-06			Q21203
Aruba	2020-06-07			Q21203
Aruba	2020-06-08			Q21203
Aruba	2020-06-09			Q21203
Aruba	2020-06-10			Q21203
Aruba	2020-06-11			Q21203
Aruba	2020-06-12			Q21203
Aruba	2020-06-13			Q21203
Aruba	2020-06-14			Q21203
Aruba	2020-06-15			Q21203
Aruba	2020-06-16			Q21203
Aruba	2020-06-17			Q21203
Aruba	2020-06-18			Q21203
Aruba	2020-06-19			Q21203
Aruba	2020-06-20			Q21203
Aruba	2020-06-21			Q21203
Aruba	2020-06-22			Q21203
Aruba	2020-06-23			Q21203
Aruba	2020-06-24			Q21203
Aruba	2020-06-25			Q21203
Aruba	2020-06-26			Q21203
Aruba	2020-06-27			Q21203
Aruba	2020-06-28			Q21203
Aruba	2020-06-29			Q21203
Aruba	2020-06-30			Q21203
Aruba	2020-07-01			Q21203
Aruba	2020-07-02			Q21203
Aruba	2020-07-03			Q21203
Aruba	2020-07-04			Q21203
Aruba	2020-07-05			Q21203
Aruba	2020-07-06			Q21203
Aruba	2020-07-07			Q21203
Aruba	2020-07-08			Q21203
Aruba	2020-07-09			Q21203
Aruba	2020-07-10			Q21203
Aruba	2020-07-11			Q21203
Aruba	2020-07-12			Q21203
Aruba	2020-07-13			Q21203
Aruba	2020-07-14			Q21203
Aruba	2020-07-15			Q21203
Aruba	2020-07-16			Q21203
Aruba	2020-07-17			Q21203
Aruba	2020-07-18			Q21203
Aruba	2020-07-19			Q21203
Aruba	2020-07-20			Q21203
Aruba	2020-07-21			Q21203
Aruba	2020-07-22			Q21203
Aruba	2020-07-23			Q21203
Aruba	2020-07-24			Q21203
Aruba	2020-07-25			Q21203
Aruba	2020-07-26			Q21203
Aruba	2020-07-27			Q21203
Aruba	2020-07-28			Q21203
Aruba	2020-07-29			Q21203
Aruba	2020-07-30			Q21203
Aruba	2020-07-31			Q21203
Aruba	2020-08-01			Q21203
Aruba	2020-08-02			Q21203
Aruba	2020-08-03			Q21203
Aruba	2020-08-04			Q21203
Aruba	2020-08-05			Q21203
Aruba	2020-08-06			Q21203
Aruba	2020-08-07			Q21203
Aruba	2020-08-08			Q21203
Aruba	2020-08-09			Q21203
Aruba	2020-08-10			Q21203
Aruba	2020-08-11			Q21203
Aruba	2020-08-12			Q21203
Aruba	2020-08-13			Q21203
Aruba	2020-08-14			Q21203
Aruba	2020-08-15			Q21203
Aruba	2020-08-16			Q21203
Aruba	2020-08-17			Q21203
Aruba	2020-08-18			Q21203
Aruba	2020-08-19			Q21203
Aruba	2020-08-20			Q21203
Aruba	2020-08-21			Q21203
Aruba	2020-08-22			Q21203
Aruba	2020-08-23			Q21203
Aruba	2020-08-24			Q21203
Aruba	2020-08-25			Q21203
Aruba	2020-08-26			Q21203
Aruba	2020-08-27			Q21203
Aruba	2020-08-28			Q21203
Aruba	2020-08-29			Q21203
Aruba	2020-08-30			Q21203
Aruba	2020-08-31			Q21203
Aruba	2020-09-01			Q21203
Aruba	2020-09-02			Q21203
Aruba	2020-09-03			Q21203
Aruba	2020-09-04			Q21203
Aruba	2020-09-05			Q21203
Aruba	2020-09-06			Q21203
Aruba	2020-09-07			Q21203
Aruba	2020-09-08			Q21203
Aruba	2020-09-09			Q21203
Aruba	2020-09-10			Q21203
Aruba	2020-09-11			Q21203
Aruba	2020-09-12			Q21203
Aruba	2020-09-13			Q21203
Aruba	2020-09-14			Q21203
Aruba	2020-09-15			Q21203
Aruba	2020-09-16			Q21203
Aruba	2020-09-17			Q21203
Aruba	2020-09-18			Q21203
Aruba	2020-09-19			Q21203
Aruba	2020-09-20			Q21203
Aruba	2020-09-21			Q21203
Aruba	2020-09-22			Q21203
Aruba	2020-09-23			Q21203
Aruba	2020-09-24			Q21203
Aruba	2020-09-25			Q21203
Aruba	2020-09-26			Q21203
Aruba	2020-09-27			Q21203
Aruba	2020-09-28			Q21203
Aruba	2020-09-29			Q21203
Aruba	2020-09-30			Q21203
Aruba	2020-10-01			Q21203
Aruba	2020-10-02			Q21203
Aruba	2020-10-03			Q21203
Aruba	2020-10-04			Q21203
Aruba	2020-10-05			Q21203
Aruba	2020-10-06			Q21203
Aruba	2020-10-07			Q21203
Aruba	2020-10-08			Q21203
Aruba	2020-10-09			Q21203
Aruba	2020-10-10			Q21203
Aruba	2020-10-11			Q21203
Aruba	2020-10-12			Q21203
Aruba	2020-10-13			Q21203
Aruba	2020-10-14			Q21203
Aruba	2020-10-15			Q21203
Aruba	2020-10-16			Q21203
Aruba	2020-10-17			Q21203
Aruba	2020-10-18			Q21203
Aruba	2020-10-19			Q21203
Aruba	2020-10-20			Q21203
Aruba	2020-10-21			Q21203
Aruba	2020-10-22			Q21203
Aruba	2020-10-23			Q21203
Aruba	2020-10-24			Q21203
Aruba	2020-10-25			Q21203
Aruba	2020-10-26			Q21203
Aruba	2020-10-27			Q21203
Aruba	2020-10-28			Q21203
Afghanistan	2019-12-31			Q889
Afghanistan	2020-01-01			Q889
Afghanistan	2020-01-02			Q889
Afghanistan	2020-01-03			Q889
Afghanistan	2020-01-04			Q889
Afghanistan	2020-01-05			Q889
Afghanistan	2020-01-06			Q889
Afghanistan	2020-01-07			Q889
Afghanistan	2020-01-08			Q889
Afghanistan	2020-01-09			Q889
Afghanistan	2020-01-10			Q889
Afghanistan	2020-01-11			Q889
Afghanistan	2020-01-12			Q889
Afghanistan	2020-01-13			Q889
Afghanistan	2020-01-14			Q889
Afghanistan	2020-01-15			Q889
Afghanistan	2020-01-16			Q889
Afghanistan	2020-01-17			Q889
Afghanistan	2020-01-18			Q889
Afghanistan	2020-01-19			Q889
Afghanistan	2020-01-20			Q889
Afghanistan	2020-01-21			Q889
Afghanistan	2020-01-22			Q889
Afghanistan	2020-01-23			Q889
Afghanistan	2020-01-24			Q889
Afghanistan	2020-01-25			Q889
Afghanistan	2020-01-26			Q889
Afghanistan	2020-01-27			Q889
Afghanistan	2020-01-28			Q889
Afghanistan	2020-01-29			Q889
Afghanistan	2020-01-30			Q889
Afghanistan	2020-01-31			Q889
Afghanistan	2020-02-01			Q889
Afghanistan	2020-02-02			Q889
Afghanistan	2020-02-03			Q889
Afghanistan	2020-02-04			Q889
Afghanistan	2020-02-05			Q889
Afghanistan	2020-02-06			Q889
Afghanistan	2020-02-07			Q889
Afghanistan	2020-02-08			Q889
Afghanistan	2020-02-09			Q889
Afghanistan	2020-02-10			Q889
Afghanistan	2020-02-11			Q889
Afghanistan	2020-02-12			Q889
Afghanistan	2020-02-13			Q889
Afghanistan	2020-02-14			Q889
Afghanistan	2020-02-15			Q889
Afghanistan	2020-02-16			Q889
Afghanistan	2020-02-17			Q889
Afghanistan	2020-02-18			Q889
Afghanistan	2020-02-19			Q889
Afghanistan	2020-02-20			Q889
Afghanistan	2020-02-21			Q889
Afghanistan	2020-02-22			Q889
Afghanistan	2020-02-23			Q889
Afghanistan	2020-02-24			Q889
Afghanistan	2020-02-25			Q889
Afghanistan	2020-02-26			Q889
Afghanistan	2020-02-27			Q889
Afghanistan	2020-02-28			Q889
Afghanistan	2020-02-29			Q889
Afghanistan	2020-03-01			Q889
Afghanistan	2020-03-02			Q889
Afghanistan	2020-03-03			Q889
Afghanistan	2020-03-04			Q889
Afghanistan	2020-03-05			Q889
Afghanistan	2020-03-06			Q889
Afghanistan	2020-03-07			Q889
Afghanistan	2020-03-08			Q889
Afghanistan	2020-03-09			Q889
Afghanistan	2020-03-10			Q889
Afghanistan	2020-03-11			Q889
Afghanistan	2020-03-12			Q889
Afghanistan	2020-03-13			Q889
Afghanistan	2020-03-14			Q889
Afghanistan	2020-03-15			Q889
Afghanistan	2020-03-16			Q889
Afghanistan	2020-03-17			Q889
Afghanistan	2020-03-18			Q889
Afghanistan	2020-03-19			Q889
Afghanistan	2020-03-20			Q889
Afghanistan	2020-03-21			Q889
Afghanistan	2020-03-22			Q889
Afghanistan	2020-03-23			Q889
Afghanistan	2020-03-24			Q889
Afghanistan	2020-03-25			Q889
Afghanistan	2020-03-26			Q889
Afghanistan	2020-03-27			Q889
Afghanistan	2020-03-28			Q889
Afghanistan	2020-03-29			Q889
Afghanistan	2020-03-30			Q889
Afghanistan	2020-03-31			Q889
Afghanistan	2020-04-01			Q889
Afghanistan	2020-04-02			Q889
Afghanistan	2020-04-03			Q889
Afghanistan	2020-04-04			Q889
Afghanistan	2020-04-05			Q889
Afghanistan	2020-04-06			Q889
Afghanistan	2020-04-07			Q889
Afghanistan	2020-04-08			Q889
Afghanistan	2020-04-09			Q889
Afghanistan	2020-04-10			Q889
Afghanistan	2020-04-11			Q889
Afghanistan	2020-04-12			Q889
Afghanistan	2020-04-13			Q889
Afghanistan	2020-04-14			Q889
Afghanistan	2020-04-15			Q889
Afghanistan	2020-04-16			Q889
Afghanistan	2020-04-17			Q889
Afghanistan	2020-04-18			Q889
Afghanistan	2020-04-19			Q889
Afghanistan	2020-04-20			Q889
Afghanistan	2020-04-21			Q889
Afghanistan	2020-04-22			Q889
Afghanistan	2020-04-23			Q889
Afghanistan	2020-04-24			Q889
Afghanistan	2020-04-25			Q889
Afghanistan	2020-04-26			Q889
Afghanistan	2020-04-27			Q889
Afghanistan	2020-04-28			Q889
Afghanistan	2020-04-29			Q889
Afghanistan	2020-04-30			Q889
Afghanistan	2020-05-01			Q889
Afghanistan	2020-05-02			Q889
Afghanistan	2020-05-03			Q889
Afghanistan	2020-05-04			Q889
Afghanistan	2020-05-05			Q889
Afghanistan	2020-05-06			Q889
Afghanistan	2020-05-07			Q889
Afghanistan	2020-05-08			Q889
Afghanistan	2020-05-09			Q889
Afghanistan	2020-05-10			Q889
Afghanistan	2020-05-11			Q889
Afghanistan	2020-05-12			Q889
Afghanistan	2020-05-13			Q889
Afghanistan	2020-05-14			Q889
Afghanistan	2020-05-15			Q889
Afghanistan	2020-05-16			Q889
Afghanistan	2020-05-17			Q889
Afghanistan	2020-05-18			Q889
Afghanistan	2020-05-19			Q889
Afghanistan	2020-05-20			Q889
Afghanistan	2020-05-21			Q889
Afghanistan	2020-05-22			Q889
Afghanistan	2020-05-23			Q889
Afghanistan	2020-05-24			Q889
Afghanistan	2020-05-25			Q889
Afghanistan	2020-05-26			Q889
Afghanistan	2020-05-27			Q889
Afghanistan	2020-05-28			Q889
Afghanistan	2020-05-29			Q889
Afghanistan	2020-05-30			Q889
Afghanistan	2020-05-31			Q889
Afghanistan	2020-06-01			Q889
Afghanistan	2020-06-02			Q889
Afghanistan	2020-06-03			Q889
Afghanistan	2020-06-04			Q889
Afghanistan	2020-06-05			Q889
Afghanistan	2020-06-06			Q889
Afghanistan	2020-06-07			Q889
Afghanistan	2020-06-08			Q889
Afghanistan	2020-06-09			Q889
Afghanistan	2020-06-10			Q889
Afghanistan	2020-06-11			Q889
Afghanistan	2020-06-12			Q889
Afghanistan	2020-06-13			Q889
Afghanistan	2020-06-14			Q889
Afghanistan	2020-06-15			Q889
Afghanistan	2020-06-16			Q889
Afghanistan	2020-06-17			Q889
Afghanistan	2020-06-18			Q889
Afghanistan	2020-06-19			Q889
Afghanistan	2020-06-20			Q889
Afghanistan	2020-06-21			Q889
Afghanistan	2020-06-22			Q889
Afghanistan	2020-06-23			Q889
Afghanistan	2020-06-24			Q889
Afghanistan	2020-06-25			Q889
Afghanistan	2020-06-26			Q889
Afghanistan	2020-06-27			Q889
Afghanistan	2020-06-28			Q889
Afghanistan	2020-06-29			Q889
Afghanistan	2020-06-30			Q889
Afghanistan	2020-07-01			Q889
Afghanistan	2020-07-02			Q889
Afghanistan	2020-07-03			Q889
Afghanistan	2020-07-04			Q889
Afghanistan	2020-07-05			Q889
Afghanistan	2020-07-06			Q889
Afghanistan	2020-07-07			Q889
Afghanistan	2020-07-08			Q889
Afghanistan	2020-07-09			Q889
Afghanistan	2020-07-10			Q889
Afghanistan	2020-07-11			Q889
Afghanistan	2020-07-12			Q889
Afghanistan	2020-07-13			Q889
Afghanistan	2020-07-14			Q889
Afghanistan	2020-07-15			Q889
Afghanistan	2020-07-16			Q889
Afghanistan	2020-07-17			Q889
Afghanistan	2020-07-18			Q889
Afghanistan	2020-07-19			Q889
Afghanistan	2020-07-20			Q889
Afghanistan	2020-07-21			Q889
Afghanistan	2020-07-22			Q889
Afghanistan	2020-07-23			Q889
Afghanistan	2020-07-24			Q889
Afghanistan	2020-07-25			Q889
Afghanistan	2020-07-26			Q889
Afghanistan	2020-07-27			Q889
Afghanistan	2020-07-28			Q889
Afghanistan	2020-07-29			Q889
Afghanistan	2020-07-30			Q889
Afghanistan	2020-07-31			Q889
Afghanistan	2020-08-01			Q889
Afghanistan	2020-08-02			Q889
Afghanistan	2020-08-03			Q889
Afghanistan	2020-08-04			Q889
Afghanistan	2020-08-05			Q889
Afghanistan	2020-08-06			Q889
Afghanistan	2020-08-07			Q889
Afghanistan	2020-08-08			Q889
Afghanistan	2020-08-09			Q889
Afghanistan	2020-08-10			Q889
Afghanistan	2020-08-11			Q889
Afghanistan	2020-08-12			Q889
Afghanistan	2020-08-13			Q889
Afghanistan	2020-08-14			Q889
Afghanistan	2020-08-15			Q889
Afghanistan	2020-08-16			Q889
Afghanistan	2020-08-17			Q889
Afghanistan	2020-08-18			Q889
Afghanistan	2020-08-19			Q889
Afghanistan	2020-08-20			Q889
Afghanistan	2020-08-21			Q889
Afghanistan	2020-08-22			Q889
Afghanistan	2020-08-23			Q889
Afghanistan	2020-08-24			Q889
Afghanistan	2020-08-25			Q889
Afghanistan	2020-08-26			Q889
Afghanistan	2020-08-27			Q889
Afghanistan	2020-08-28			Q889
Afghanistan	2020-08-29			Q889
Afghanistan	2020-08-30			Q889
Afghanistan	2020-08-31			Q889
Afghanistan	2020-09-01			Q889
Afghanistan	2020-09-02			Q889
Afghanistan	2020-09-03			Q889
Afghanistan	2020-09-04			Q889
Afghanistan	2020-09-05			Q889
Afghanistan	2020-09-06			Q889
Afghanistan	2020-09-07			Q889
Afghanistan	2020-09-08			Q889
Afghanistan	2020-09-09			Q889
Afghanistan	2020-09-10			Q889
Afghanistan	2020-09-11			Q889
Afghanistan	2020-09-12			Q889
Afghanistan	2020-09-13			Q889
Afghanistan	2020-09-14			Q889
Afghanistan	2020-09-15			Q889
Afghanistan	2020-09-16			Q889
Afghanistan	2020-09-17			Q889
Afghanistan	2020-09-18			Q889
Afghanistan	2020-09-19			Q889
Afghanistan	2020-09-20			Q889
Afghanistan	2020-09-21			Q889
Afghanistan	2020-09-22			Q889
Afghanistan	2020-09-23			Q889
Afghanistan	2020-09-24			Q889
Afghanistan	2020-09-25			Q889
Afghanistan	2020-09-26			Q889
Afghanistan	2020-09-27			Q889
Afghanistan	2020-09-28			Q889
Afghanistan	2020-09-29			Q889
Afghanistan	2020-09-30			Q889
Afghanistan	2020-10-01			Q889
Afghanistan	2020-10-02			Q889
Afghanistan	2020-10-03			Q889
Afghanistan	2020-10-04			Q889
Afghanistan	2020-10-05			Q889
Afghanistan	2020-10-06			Q889
Afghanistan	2020-10-07			Q889
Afghanistan	2020-10-08			Q889
Afghanistan	2020-10-09			Q889
Afghanistan	2020-10-10			Q889
Afghanistan	2020-10-11			Q889
Afghanistan	2020-10-12			Q889
Afghanistan	2020-10-13			Q889
Afghanistan	2020-10-14			Q889
Afghanistan	2020-10-15			Q889
Afghanistan	2020-10-16			Q889
Afghanistan	2020-10-17			Q889
Afghanistan	2020-10-18			Q889
Afghanistan	2020-10-19			Q889
Afghanistan	2020-10-20			Q889
Afghanistan	2020-10-21			Q889
Afghanistan	2020-10-22			Q889
Afghanistan	2020-10-23			Q889
Afghanistan	2020-10-24			Q889
Afghanistan	2020-10-25			Q889
Afghanistan	2020-10-26			Q889
Afghanistan	2020-10-27			Q889
Afghanistan	2020-10-28			Q889
Angola	2020-03-22			Q916
Angola	2020-03-23			Q916
Angola	2020-03-24			Q916
Angola	2020-03-25			Q916
Angola	2020-03-26			Q916
Angola	2020-03-27			Q916
Angola	2020-03-28			Q916
Angola	2020-03-29			Q916
Angola	2020-03-30			Q916
Angola	2020-03-31			Q916
Angola	2020-04-01			Q916
Angola	2020-04-02			Q916
Angola	2020-04-03			Q916
Angola	2020-04-04			Q916
Angola	2020-04-05			Q916
Angola	2020-04-06			Q916
Angola	2020-04-07			Q916
Angola	2020-04-08			Q916
Angola	2020-04-09			Q916
Angola	2020-04-10			Q916
Angola	2020-04-11			Q916
Angola	2020-04-12			Q916
Angola	2020-04-13			Q916
Angola	2020-04-14			Q916
Angola	2020-04-15			Q916
Angola	2020-04-16			Q916
Angola	2020-04-17			Q916
Angola	2020-04-18			Q916
Angola	2020-04-19			Q916
Angola	2020-04-20			Q916
Angola	2020-04-21			Q916
Angola	2020-04-22			Q916
Angola	2020-04-23			Q916
Angola	2020-04-24			Q916
Angola	2020-04-25			Q916
Angola	2020-04-26			Q916
Angola	2020-04-27			Q916
Angola	2020-04-28			Q916
Angola	2020-04-29			Q916
Angola	2020-04-30			Q916
Angola	2020-05-01			Q916
Angola	2020-05-02			Q916
Angola	2020-05-03			Q916
Angola	2020-05-04			Q916
Angola	2020-05-05			Q916
Angola	2020-05-06			Q916
Angola	2020-05-07			Q916
Angola	2020-05-08			Q916
Angola	2020-05-09			Q916
Angola	2020-05-10			Q916
Angola	2020-05-11			Q916
Angola	2020-05-12			Q916
Angola	2020-05-13			Q916
Angola	2020-05-14			Q916
Angola	2020-05-15			Q916
Angola	2020-05-16			Q916
Angola	2020-05-17			Q916
Angola	2020-05-18			Q916
Angola	2020-05-19			Q916
Angola	2020-05-20			Q916
Angola	2020-05-21			Q916
Angola	2020-05-22			Q916
Angola	2020-05-23			Q916
Angola	2020-05-24			Q916
Angola	2020-05-25			Q916
Angola	2020-05-26			Q916
Angola	2020-05-27			Q916
Angola	2020-05-28			Q916
Angola	2020-05-29			Q916
Angola	2020-05-30			Q916
Angola	2020-05-31			Q916
Angola	2020-06-01			Q916
Angola	2020-06-02			Q916
Angola	2020-06-03			Q916
Angola	2020-06-04			Q916
Angola	2020-06-05			Q916
Angola	2020-06-06			Q916
Angola	2020-06-07			Q916
Angola	2020-06-08			Q916
Angola	2020-06-09			Q916
Angola	2020-06-10			Q916
Angola	2020-06-11			Q916
Angola	2020-06-12			Q916
Angola	2020-06-13			Q916
Angola	2020-06-14			Q916
Angola	2020-06-15			Q916
Angola	2020-06-16			Q916
Angola	2020-06-17			Q916
Angola	2020-06-18			Q916
Angola	2020-06-19			Q916
Angola	2020-06-20			Q916
Angola	2020-06-21			Q916
Angola	2020-06-22			Q916
Angola	2020-06-23			Q916
Angola	2020-06-24			Q916
Angola	2020-06-25			Q916
Angola	2020-06-26			Q916
Angola	2020-06-27			Q916
Angola	2020-06-28			Q916
Angola	2020-06-29			Q916
Angola	2020-06-30			Q916
Angola	2020-07-01			Q916
Angola	2020-07-02			Q916
Angola	2020-07-03			Q916
Angola	2020-07-04			Q916
Angola	2020-07-05			Q916
Angola	2020-07-06			Q916
Angola	2020-07-07			Q916
Angola	2020-07-08			Q916
Angola	2020-07-09			Q916
Angola	2020-07-10			Q916
Angola	2020-07-11			Q916
Angola	2020-07-12			Q916
Angola	2020-07-13			Q916
Angola	2020-07-14			Q916
Angola	2020-07-15			Q916
Angola	2020-07-16			Q916
Angola	2020-07-17			Q916
Angola	2020-07-18			Q916
Angola	2020-07-19			Q916
Angola	2020-07-20			Q916
Angola	2020-07-21			Q916
Angola	2020-07-22			Q916
Angola	2020-07-23			Q916
Angola	2020-07-24			Q916
Angola	2020-07-25			Q916
Angola	2020-07-26			Q916
Angola	2020-07-27			Q916
Angola	2020-07-28			Q916
Angola	2020-07-29			Q916
Angola	2020-07-30			Q916
Angola	2020-07-31			Q916
Angola	2020-08-01			Q916
Angola	2020-08-02			Q916
Angola	2020-08-03			Q916
Angola	2020-08-04			Q916
Angola	2020-08-05			Q916
Angola	2020-08-06			Q916
Angola	2020-08-07			Q916
Angola	2020-08-08			Q916
Angola	2020-08-09			Q916
Angola	2020-08-10			Q916
Angola	2020-08-11			Q916
Angola	2020-08-12			Q916
Angola	2020-08-13			Q916
Angola	2020-08-14			Q916
Angola	2020-08-15			Q916
Angola	2020-08-16			Q916
Angola	2020-08-17			Q916
Angola	2020-08-18			Q916
Angola	2020-08-19			Q916
Angola	2020-08-20			Q916
Angola	2020-08-21			Q916
Angola	2020-08-22			Q916
Angola	2020-08-23			Q916
Angola	2020-08-24			Q916
Angola	2020-08-25			Q916
Angola	2020-08-26			Q916
Angola	2020-08-27			Q916
Angola	2020-08-28			Q916
Angola	2020-08-29			Q916
Angola	2020-08-30			Q916
Angola	2020-08-31			Q916
Angola	2020-09-01			Q916
Angola	2020-09-02			Q916
Angola	2020-09-03			Q916
Angola	2020-09-04			Q916
Angola	2020-09-05			Q916
Angola	2020-09-06			Q916
Angola	2020-09-07			Q916
Angola	2020-09-08			Q916
Angola	2020-09-09			Q916
Angola	2020-09-10			Q916
Angola	2020-09-11			Q916
Angola	2020-09-12			Q916
Angola	2020-09-13			Q916
Angola	2020-09-14			Q916
Angola	2020-09-15			Q916
Angola	2020-09-16			Q916
Angola	2020-09-17			Q916
Angola	2020-09-18			Q916
Angola	2020-09-19			Q916
Angola	2020-09-20			Q916
Angola	2020-09-21			Q916
Angola	2020-09-22			Q916
Angola	2020-09-23			Q916
Angola	2020-09-24			Q916
Angola	2020-09-25			Q916
Angola	2020-09-26			Q916
Angola	2020-09-27			Q916
Angola	2020-09-28			Q916
Angola	2020-09-29			Q916
Angola	2020-09-30			Q916
Angola	2020-10-01			Q916
Angola	2020-10-02			Q916
Angola	2020-10-03			Q916
Angola	2020-10-04			Q916
Angola	2020-10-05			Q916
Angola	2020-10-06			Q916
Angola	2020-10-07			Q916
Angola	2020-10-08			Q916
Angola	2020-10-09			Q916
Angola	2020-10-10			Q916
Angola	2020-10-11			Q916
Angola	2020-10-12			Q916
Angola	2020-10-13			Q916
Angola	2020-10-14			Q916
Angola	2020-10-15			Q916
Angola	2020-10-16			Q916
Angola	2020-10-17			Q916
Angola	2020-10-18			Q916
Angola	2020-10-19			Q916
Angola	2020-10-20			Q916
Angola	2020-10-21			Q916
Angola	2020-10-22			Q916
Angola	2020-10-23			Q916
Angola	2020-10-24			Q916
Angola	2020-10-25			Q916
Angola	2020-10-26			Q916
Angola	2020-10-27			Q916
Angola	2020-10-28			Q916
Anguilla	2020-03-27			Q25228
Anguilla	2020-03-28			Q25228
Anguilla	2020-03-29			Q25228
Anguilla	2020-03-30			Q25228
Anguilla	2020-03-31			Q25228
Anguilla	2020-04-01			Q25228
Anguilla	2020-04-02			Q25228
Anguilla	2020-04-03			Q25228
Anguilla	2020-04-04			Q25228
Anguilla	2020-04-05			Q25228
Anguilla	2020-04-06			Q25228
Anguilla	2020-04-07			Q25228
Anguilla	2020-04-08			Q25228
Anguilla	2020-04-09			Q25228
Anguilla	2020-04-10			Q25228
Anguilla	2020-04-11			Q25228
Anguilla	2020-04-12			Q25228
Anguilla	2020-04-13			Q25228
Anguilla	2020-04-14			Q25228
Anguilla	2020-04-15			Q25228
Anguilla	2020-04-16			Q25228
Anguilla	2020-04-17			Q25228
Anguilla	2020-04-18			Q25228
Anguilla	2020-04-19			Q25228
Anguilla	2020-04-20			Q25228
Anguilla	2020-04-21			Q25228
Anguilla	2020-04-22			Q25228
Anguilla	2020-04-23			Q25228
Anguilla	2020-04-24			Q25228
Anguilla	2020-04-25			Q25228
Anguilla	2020-04-26			Q25228
Anguilla	2020-04-27			Q25228
Anguilla	2020-04-28			Q25228
Anguilla	2020-04-29			Q25228
Anguilla	2020-04-30			Q25228
Anguilla	2020-05-01			Q25228
Anguilla	2020-05-02			Q25228
Anguilla	2020-05-03			Q25228
Anguilla	2020-05-04			Q25228
Anguilla	2020-05-05			Q25228
Anguilla	2020-05-06			Q25228
Anguilla	2020-05-07			Q25228
Anguilla	2020-05-08			Q25228
Anguilla	2020-05-09			Q25228
Anguilla	2020-05-10			Q25228
Anguilla	2020-05-11			Q25228
Anguilla	2020-05-12			Q25228
Anguilla	2020-05-13			Q25228
Anguilla	2020-05-14			Q25228
Anguilla	2020-05-15			Q25228
Anguilla	2020-05-16			Q25228
Anguilla	2020-05-17			Q25228
Anguilla	2020-05-18			Q25228
Anguilla	2020-05-19			Q25228
Anguilla	2020-05-20			Q25228
Anguilla	2020-05-21			Q25228
Anguilla	2020-05-22			Q25228
Anguilla	2020-05-23			Q25228
Anguilla	2020-05-24			Q25228
Anguilla	2020-05-25			Q25228
Anguilla	2020-05-26			Q25228
Anguilla	2020-05-27			Q25228
Anguilla	2020-05-28			Q25228
Anguilla	2020-05-29			Q25228
Anguilla	2020-05-30			Q25228
Anguilla	2020-05-31			Q25228
Anguilla	2020-06-01			Q25228
Anguilla	2020-06-02			Q25228
Anguilla	2020-06-03			Q25228
Anguilla	2020-06-04			Q25228
Anguilla	2020-06-05			Q25228
Anguilla	2020-06-06			Q25228
Anguilla	2020-06-07			Q25228
Anguilla	2020-06-08			Q25228
Anguilla	2020-06-09			Q25228
Anguilla	2020-06-10			Q25228
